Hostname, Product, Version, Instance Id, Region,Root Snapshot,Root Encryption, Non Root Snapshot,Non Root Encryption
 nhsdigitalpra.beyondtrustcloud.com,bpam,5.4.0,i-0799f8183d4567b2c,eu-west-2,snap-04a3c9c94c049fb7c,True,snap-08b94f52165fb328b,True
 warwickshirepolice.beyondtrustcloud.com,bpam,5.4.0,i-046591f279b2bdd94,eu-west-2,snap-07e5c40d47250d542,True,snap-049cf73420f1c9684,True
 abpgroupireland.beyondtrustcloud.com,bpam,5.4.0,i-0123e14b105ea6f30,eu-west-2,snap-04e3b3f9c338923a4,True,snap-08b8543ad2c0fe957,True
 drmartenspra.beyondtrustcloud.com,bpam,5.4.0,i-0cf4ec10c52f064d0,eu-west-2,snap-055bb2b173d810dae,True,snap-08395c32eff361981,True
 greeneking.beyondtrustcloud.com,bpam,5.4.0,i-002e9cd42fd17337f,eu-west-2,snap-0b42fe35f5c3b4ef1,True,snap-0e3e6dbb2a7b1cb33,True
 abertayuniversity.beyondtrustcloud.com,bpam,5.4.0,i-0b36b23d146f8b37d,eu-west-2,snap-027943e88391f9d22,True,snap-041d39bf8f4cb2fa8,True
 csampson2.beyondtrustcloud.com,bpam,6.0.1,i-0e1fff81ef9a6e4a2,eu-west-2,snap-0ae014a5c5df1976a,True,snap-086b91a1d88d47a5f,True
 eval-1b468029.beyondtrustcloud.com,bpam,6.0.1,i-0204875e33c483f46,eu-west-2,snap-0e6c39296fdd40b61,True,snap-0513809be17470acc,True
 f1.beyondtrustcloud.com,bpam,5.4.0,i-0121608293083825f,eu-west-2,snap-0121bad401196a58e,True,snap-03ba6da0cdd005a22,True
 hench.beyondtrustcloud.com,bpam,6.0.1,i-0a9cc2636b15b6b7b,eu-west-2,snap-0fd1be4a377416ad0,True,snap-06d08040053c5c185,True
 vitalenergi.beyondtrustcloud.com,bpam,6.0.1,i-0da825f759aa15e5f,eu-west-2,snap-0c601aefde69128d8,True,snap-07d6cbbe31ea6c2dd,True
 rscpra.beyondtrustcloud.com,bpam,5.4.0,i-01a6061e1e4c563e9,eu-west-2,snap-05f398b571117bbef,True,snap-08c3688d6ec940bbf,True
 siskgroup.beyondtrustcloud.com,bpam,5.4.0,i-070326236d6ff3c56,eu-west-2,snap-0ee3c852a05d37d90,True,snap-01949224b92f791c3,True
 ablemagic.beyondtrustcloud.com,bpam,5.4.0,i-04224c509018e49e4,eu-west-2,snap-07937ff61256f3cca,True,snap-0ca1fe1d78f4c8cdc,True
 lcfcpra.beyondtrustcloud.com,bpam,5.4.0,i-0fe2aafe49b8522d2,eu-west-2,snap-099119c470c6b9c21,True,snap-0c36cc9e1de220825,True
 drax.beyondtrustcloud.com,bpam,5.4.0,i-0e6e5d88ad07f23c2,eu-west-2,snap-008111b204a9a070d,True,snap-0888718a6bdeaac8d,True
 eelsecurepra.beyondtrustcloud.com,bpam,5.4.0,i-00e91bddaa9745660,eu-west-2,snap-058c7095e0b06225e,True,snap-01a7dee47cf410d18,True
 greencore.beyondtrustcloud.com,bpam,6.0.1,i-0429afbc527695889,eu-west-2,snap-00f3e149cf6982267,True,snap-00b22c9bdc2340126,True
 elitegroup.beyondtrustcloud.com,bpam,5.4.0,i-04043322ffa115163,eu-west-2,snap-006ca67b92bbb1446,True,snap-000a37cd86d7ccfbb,True
 cwhitepra.beyondtrustcloud.com,bpam,5.4.0,i-0ffc6283452ad0371,eu-west-2,snap-02a39c3a557e3a42f,True,snap-0d498478ae07bd73d,True
 sanctuarypra.beyondtrustcloud.com,bpam,5.4.0,i-071bd5b7ab9010d69,eu-west-2,snap-0618444d5ad73bef5,True,snap-0476bfed0f717af16,True
 pa-desucla.beyondtrustcloud.com,bpam,6.0.1,i-023a787074820117d,eu-west-2,snap-011f0c2f857621ecf,True,snap-045d0ed213465ed46,True
 amit-pra.beyondtrustcloud.com,bpam,5.4.0,i-0dad257f5b534c86f,eu-west-2,snap-0d1c8ae90633935ab,True,snap-0ae4c34aaca88acc9,True
 eval-c4ad287e.beyondtrustcloud.com,bpam,6.0.1,i-0ecbc9a8d0b36010c,eu-west-2,snap-0e70ed68247138db2,True,snap-015af9fb1395b26d5,True
 eval-b8b647fd.beyondtrustcloud.com,bpam,6.0.1,i-072d9daab67959fd7,eu-west-2,snap-0adf77e842b616564,True,snap-04edcab8c2f1ec168,True
 gemfields.beyondtrustcloud.com,bpam,5.4.0,i-009c5914abe23792f,eu-west-2,snap-038689c78ab080369,True,snap-00b39031f9477ca06,True
 pra-elliott.beyondtrustcloud.com,bpam,5.4.0,i-05cc92f2006348fef,eu-west-2,snap-045331335a946380d,True,snap-028cc6f9dd2597bc1,True
 eval-4af037ab.beyondtrustcloud.com,bpam,6.0.1,i-00d3e04e8be4d1d3e,eu-west-2,snap-0b879a492a00072f7,True,snap-0bdde0a83c91e63e3,True
 lookers.beyondtrustcloud.com,bpam,5.4.0,i-0d7b37376ba19b2c1,eu-west-2,snap-0f83385bc1a2d7f0c,True,snap-07522911be25df697,True
 phoebus.beyondtrustcloud.com,bpam,5.4.0,i-096825b29aa616e42,eu-west-2,snap-02a836664ef250090,True,snap-051be1e8cfb612759,True
 abpuk.beyondtrustcloud.com,bpam,5.4.0,i-0aa5c07683919b32f,eu-west-2,snap-07bf99cdd1a30ce2d,True,snap-015db57b0afeaa0ec,True
 teleperformance-es.beyondtrustcloud.com,bpam,5.4.0,i-0b980b8729f75f85c,eu-west-2,snap-0081024d46b285fa8,True,snap-07189a94843b25997,True
 deltagalil.beyondtrustcloud.com,bpam,6.0.1,i-02f64bcd2902254e1,eu-west-2,snap-0c40e047a5a1ebccc,True,snap-092a5df835053517f,True
 migdalei.beyondtrustcloud.com,bpam,5.4.0,i-05315bd748242cebd,eu-west-2,snap-01e726c57c0db3262,True,snap-0ef32f950580f5059,True
 go-ahead.beyondtrustcloud.com,bpam,5.4.0,i-0b93ea91f19565e90,eu-west-2,snap-0b78e7098f4e98d75,True,snap-0b6b4ee85829db016,True
 owenpralab.beyondtrustcloud.com,bpam,5.4.0,i-0ae3ee646908ecc53,ca-central-1,snap-0eb9009d9733e136e,True,snap-0076d8c753c33d0d1,True
 abcellera.beyondtrustcloud.com,bpam,6.0.1,i-0043114663b3a6664,ca-central-1,snap-08fa1c28a498deaf0,True,snap-08c6e1c8af81b95b3,True
 headwaters.beyondtrustcloud.com,bpam,6.0.1,i-072fe39c3cfbffaa9,ca-central-1,snap-0314ee132962931ea,True,snap-06e5803b9d26e3c5a,True
 yamaha-motor.beyondtrustcloud.com,bpam,6.0.1,i-0abcc6d2c455cc106,ca-central-1,snap-0943d5f66f2023c46,True,snap-0e8e2abf8a322ebe3,True
 celero.beyondtrustcloud.com,bpam,6.0.1,i-0c00446678ffb1c79,ca-central-1,snap-00fb61c649afd6de9,True,snap-00b73d8a47578b28b,True
 arnpriorhealth.beyondtrustcloud.com,bpam,5.4.0,i-05a4cd7d24bd8ee12,ca-central-1,snap-04fde037fdffc49b1,True,snap-0c28daff9997cf680,True
 remotenrc-cnrc.beyondtrustcloud.com,bpam,6.0.1,i-04a85379bafb47f4d,ca-central-1,snap-02db5e1902f9daa3e,True,snap-0773956b0db45e795,True
 pramptc.beyondtrustcloud.com,bpam,5.4.0,i-06787a9bcf265cd94,ca-central-1,snap-0c49003a55a85d97f,True,snap-0c19d38f0e792b7ee,True
 seaspanpra.beyondtrustcloud.com,bpam,5.4.0,i-0cf01b7f41325cd45,ca-central-1,snap-05ff072eade098bbc,True,snap-0ec34283bc1c11fb5,True
 hbarbosapra.beyondtrustcloud.com,bpam,6.0.1,i-09a084cac39e58399,ca-central-1,snap-03957c617f6c565ec,True,snap-00e70456aa3f5eff3,True
 sunnybrook.beyondtrustcloud.com,bpam,6.0.1,i-0747d3308ad52763c,ca-central-1,snap-08f827dd060fcdcba,True,snap-00cccfa20e1a46e60,True
 tecsyscloud.beyondtrustcloud.com,bpam,6.0.1,i-02e4414d326b6d977,ca-central-1,snap-0970aed781786d56e,True,snap-096374dfe85745114,True
 alamosgold.beyondtrustcloud.com,bpam,5.4.0,i-064e68bf033c191ea,ca-central-1,snap-0deee4bde9605ee65,True,snap-0694661950a594817,True
 freddiemacpra.beyondtrustcloud.com,bpam,6.0.1,i-00198c6286f18d410,ca-central-1,snap-0f2a5b2d838d588a8,True,snap-09a0946345c33d565,True
 jayvickerspralab.beyondtrustcloud.com,bpam,5.4.0,i-0e13cbfc9d6ab5389,ca-central-1,snap-0fe38f7f991d07755,True,snap-01b04156f2ce7d246,True
 roots.beyondtrustcloud.com,bpam,5.4.0,i-0e4bfa3d4d4a7b6dc,ca-central-1,snap-04ef0a2510bd9e63c,True,snap-0fdd0d6bd21121b46,True
 tc-pra-lab.beyondtrustcloud.com,bpam,6.0.1,i-0fd3196254cacad2a,ca-central-1,snap-0d8c3ca42d5d7d6f1,True,snap-072dbf4a816bc7194,True
 versapay.beyondtrustcloud.com,bpam,5.4.0,i-069a0a18c1d1e7959,ca-central-1,snap-0ce0cac100a5c46cb,True,snap-081f5db58a9a74702,True
 powertech.beyondtrustcloud.com,bpam,5.4.0,i-03b6f67a30f9cc196,ca-central-1,snap-06cc47e297982204b,True,snap-0ca45e5deff80ae75,True
 hudbay.beyondtrustcloud.com,bpam,6.0.1,i-01cf2bc843022aee2,ca-central-1,snap-0785b866bb6420664,True,snap-0f95ec25f8c9a3ed6,True
 oxfordproperties.beyondtrustcloud.com,bpam,5.4.0,i-0a719908c7d1e6b95,ca-central-1,snap-09f2c24f023df29f5,True,snap-000a1466c8382cb59,True
 fcl.beyondtrustcloud.com,bpam,6.0.1,i-0eb233f51758eed7e,ca-central-1,snap-087b8be9bc4e2f279,True,snap-0b6d69869515901d4,True
 tc-pra-lab1.beyondtrustcloud.com,bpam,6.0.1,i-031aee8e57b66a58b,ca-central-1,snap-0b589d0ec258de75b,True,snap-0561c85133240aaf2,True
 pratolko.beyondtrustcloud.com,bpam,5.4.0,i-0c947a2f7b5659bda,ca-central-1,snap-067efbbcc5e442ef6,True,snap-06adf3df882543fa0,True
 trackernetworks.beyondtrustcloud.com,bpam,6.0.1,i-07f8386c839f4ae77,ca-central-1,snap-0c1580e64dff095f6,True,snap-0f22051c0f52fb0f8,True
 whg.beyondtrustcloud.com,bpam,6.0.1,i-027a709c277094c75,ca-central-1,snap-091070dd5c9ecb2f0,True,snap-09f3569aa6b16da82,True
 oxfordcorppra.beyondtrustcloud.com,bpam,6.0.1,i-002a6d2d5c15e5c17,ca-central-1,snap-0160fe3081771b276,True,snap-06f5fe47a5c20f930,True
 binarystream.beyondtrustcloud.com,bpam,6.0.1,i-095ab223a6fc86211,ca-central-1,snap-0ef7aaa63ef1dc859,True,snap-046c5d25fb3bb88ef,True
 tbh.beyondtrustcloud.com,bpam,5.4.0,i-06e4823c9f77ed204,ca-central-1,snap-04047055c540fb625,True,snap-0fc047fbbbb16156f,True
 nordic.beyondtrustcloud.com,bpam,6.2.0,i-066875499a6312c69,ca-central-1,snap-0249645dd7ffc1c27,True,snap-0fd2a43e86533b9aa,True
 drs.beyondtrustcloud.com,bpam,5.4.0,i-0e7e1a54832e396b8,ca-central-1,snap-03b750d0d68741ba0,True,snap-0351d72ea5ec83191,True
 mw-pra.beyondtrustcloud.com,bpam,5.4.0,i-043c7a5ca13242c72,ca-central-1,snap-087bbe1d19623073b,True,snap-05aaa979d31f10c11,True
 agropur.beyondtrustcloud.com,bpam,5.4.0,i-0ce94f61bf280db2a,ca-central-1,snap-07526d55222496657,True,snap-0e8cd6c722d21b283,True
 beerstore-pra.beyondtrustcloud.com,bpam,6.0.1,i-051630da66a83ecfe,ca-central-1,snap-0d46366dd90e38deb,True,snap-089cbd75be6b159a4,True
 qsl-pra.beyondtrustcloud.com,bpam,5.4.0,i-010381505812120dc,ca-central-1,snap-09c4178f4b231d351,True,snap-012f08a6a198ba658,True
 wohs.beyondtrustcloud.com,bpam,5.4.0,i-09af9989162e0334c,ca-central-1,snap-0774a780013b8952a,True,snap-02f726f64d9722374,True
 oec.beyondtrustcloud.com,bpam,5.4.0,i-0d183e808ba990ba3,ca-central-1,snap-0e79c22ec597daaa1,True,snap-08b3278ec69e37cae,True
 stantecpra.beyondtrustcloud.com,bpam,5.4.0,i-048b470c6f440daaf,ca-central-1,snap-0af3966fe06bf84df,True,snap-010b0c48dc8feff77,True
 hhh.beyondtrustcloud.com,bpam,5.4.0,i-0b6c12ce4ef76ac6d,ca-central-1,snap-0419211065cbacf77,True,snap-054a857dd20e78fd6,True
 resolutefp.beyondtrustcloud.com,bpam,5.4.0,i-05489eced72f892cf,ca-central-1,snap-0b15a74c63a179966,True,snap-02b6aaa770c8e887b,True
 mvcountyremote.beyondtrustcloud.com,bpam,5.4.0,i-0a42e9db6f0e67ba9,ca-central-1,snap-05393dc5bdb33018f,True,snap-0d2c772c2190194dc,True
 pra-fcc-fac.beyondtrustcloud.com,bpam,5.4.0,i-03293e3ad5abe1677,ca-central-1,snap-00708e5094794098d,True,snap-0ec27c629616137c4,True
 lalprod.beyondtrustcloud.com,bpam,6.0.1,i-01e56a3c98c0dec7d,ca-central-1,snap-01091f1492c333a8c,True,snap-0214ce397dc3364eb,True
 tecsys.beyondtrustcloud.com,bpam,6.0.1,i-06abfa48f965e0602,ca-central-1,snap-03b2a9a68170737aa,True,snap-0b3c71f656251c3b6,True
 bspspd-pra.beyondtrustcloud.com,bpam,6.0.1,i-011a7637684889406,ca-central-1,snap-0bf21343fa9e20525,True,snap-09cec4c30eb8d8511,True
 ctmins.beyondtrustcloud.com,bpam,6.0.1,i-01753f57a0447d900,ca-central-1,snap-050b6437fd23450f7,True,snap-0a4d5b627781455b1,True
 drodriguespra.beyondtrustcloud.com,bpam,6.0.1,i-00dd99cb89281d690,sa-east-1,snap-06b3c1ea79334c65f,True,snap-08490d8e923c30dd9,True
 afip.beyondtrustcloud.com,bpam,6.0.1,i-033a40d68c0bb8c5a,sa-east-1,snap-0120cc2b9f83a42e0,True,snap-0500ba9c19af3f3ee,True
 sodimac.beyondtrustcloud.com,bpam,6.0.1,i-0c81033c781d6fe26,sa-east-1,snap-09568a05543035634,True,snap-00c2deed4aa1e01d5,True
 c45691-BR-E-1.beyondtrustcloud.com,bpam,6.0.1,i-0d4fa3a85821e239a,sa-east-1,snap-05030b5e71a6faa1d,True,snap-0b36e688908377bac,True
 scitum.beyondtrustcloud.com,bpam,6.0.1,i-00a9330e4a7b55944,sa-east-1,snap-04e4a0391b7b8deb3,True,snap-070fdab5bffa663ca,True
 dpworld.beyondtrustcloud.com,bpam,6.0.1,i-004f96852791c2dde,sa-east-1,snap-0713d54720f4504ac,True,snap-03f48cfa7468bbbda,True
 cmpcit.beyondtrustcloud.com,bpam,6.0.1,i-0d566722525a7ea8f,sa-east-1,snap-0970bc773e1fb7ed3,True,snap-015dd3a82286c537b,True
